country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Andhra Pradesh,Nellore,"Ambedkar Nagar, Nellore - APPCB",2026-08-07 11:00:00,14.438164,79.966814,PM10,52.0,91.0,69.0
India,Andhra Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",2026-08-07 11:00:00,16.9872867,81.7363176,PM10,40.0,67.0,55.0
India,Andhra Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",2026-08-07 11:00:00,16.9872867,81.7363176,NO2,1.0,9.0,3.0
India,Andhra Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",2026-08-07 11:00:00,16.9872867,81.7363176,CO,12.0,16.0,14.0
India,Andhra Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",2026-08-07 11:00:00,13.615387,79.40923,SO2,7.0,19.0,9.0
India,Andhra Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",2026-08-07 11:00:00,16.509717,80.612222,NO2,20.0,26.0,23.0
India,Andhra Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",2026-08-07 11:00:00,16.536107,80.594233,PM10,63.0,79.0,71.0
India,Andhra Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",2026-08-07 11:00:00,16.536107,80.594233,NO2,18.0,27.0,20.0
India,Andhra Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",2026-08-07 11:00:00,16.486692,80.699436,PM2.5,49.0,70.0,55.0
India,Andhra Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",2026-08-07 11:00:00,16.486692,80.699436,NO2,23.0,32.0,25.0
India,Andhra Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",2026-08-07 11:00:00,16.486692,80.699436,OZONE,17.0,22.0,18.0
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",2026-08-07 11:00:00,26.1209,85.3647,CO,12.0,31.0,15.0
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",2026-08-07 11:00:00,26.11442,85.39813,PM2.5,25.0,64.0,42.0
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",2026-08-07 11:00:00,26.11442,85.39813,NO2,14.0,36.0,20.0
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",2026-08-07 11:00:00,26.11442,85.39813,CO,17.0,24.0,21.0
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",2026-08-07 11:00:00,26.11442,85.39813,OZONE,9.0,19.0,15.0
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",2026-08-07 11:00:00,26.1403345,85.3650192,PM10,32.0,52.0,34.0
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB",2026-08-07 11:00:00,25.610369,85.132568,NO2,1.0,3.0,3.0
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",2026-08-07 11:00:00,25.599486,85.113666,OZONE,26.0,32.0,29.0
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",2026-08-07 11:00:00,25.592539,85.227158,OZONE,22.0,67.0,37.0
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB",2026-08-07 11:00:00,24.792403,84.992416,CO,30.0,31.0,31.0
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",2026-08-07 11:00:00,24.762518,84.982348,OZONE,7.0,16.0,10.0
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB",2026-08-07 11:00:00,24.7955,84.9994,PM2.5,18.0,81.0,34.0
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB",2026-08-07 11:00:00,24.7955,84.9994,CO,11.0,12.0,12.0
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB",2026-08-07 11:00:00,24.7955,84.9994,OZONE,27.0,29.0,28.0
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",2026-08-07 11:00:00,25.697189,85.2459,NH3,14.0,18.0,16.0
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",2026-08-07 11:00:00,25.697189,85.2459,SO2,5.0,6.0,6.0
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",2026-08-07 11:00:00,25.560083,87.553265,OZONE,11.0,29.0,20.0
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",2026-08-07 11:00:00,26.0881305,87.93840336,CO,13.0,14.0,14.0
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",2026-08-07 11:00:00,30.735567,76.775714,NO2,4.0,12.0,8.0
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",2026-08-07 11:00:00,30.735567,76.775714,NH3,6.0,24.0,11.0
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",2026-08-07 11:00:00,30.751462,76.762879,NH3,13.0,14.0,14.0
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",2026-08-07 11:00:00,30.751462,76.762879,OZONE,14.0,18.0,16.0
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",2026-08-07 11:00:00,30.719859,76.738637,PM2.5,7.0,33.0,19.0
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB",2026-08-07 11:00:00,21.224231,81.40835,NO2,12.0,42.0,26.0
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",2026-08-07 11:00:00,21.194815,81.31477,PM2.5,5.0,25.0,12.0
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",2026-08-07 11:00:00,21.194815,81.31477,NO2,0.0,8.0,3.0
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",2026-08-07 11:00:00,22.348441,82.549611,NH3,1.0,1.0,1.0
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",2026-08-07 11:00:00,22.348441,82.549611,SO2,6.0,17.0,11.0
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",2026-08-07 11:00:00,25.251013,86.989001,CO,14.0,31.0,21.0
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",2026-08-07 11:00:00,25.265194,87.012947,NH3,0.0,6.0,1.0
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",2026-08-07 11:00:00,25.265194,87.012947,SO2,2.0,50.0,13.0
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB",2026-08-07 11:00:00,25.56752,83.966379,NH3,3.0,3.0,3.0
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB",2026-08-07 11:00:00,25.56752,83.966379,SO2,27.0,34.0,30.0
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",2026-08-07 11:00:00,25.7808257,84.7446768,SO2,21.0,22.0,22.0
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",2026-08-07 11:00:00,26.349082,92.68449,PM10,36.0,71.0,49.0
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",2026-08-07 11:00:00,26.349082,92.68449,NH3,4.0,4.0,4.0
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",2026-08-07 11:00:00,26.349082,92.68449,OZONE,10.0,14.0,12.0
India,Assam,Silchar,"Tarapur, Silchar - PCBA",2026-08-07 11:00:00,24.82827,92.79525,PM10,43.0,54.0,47.0
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",2026-08-07 11:00:00,26.987634,94.636574,NH3,6.0,10.0,7.0
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",2026-08-07 11:00:00,25.5626095,84.663264,PM2.5,20.0,500.0,271.0
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",2026-08-07 11:00:00,24.75746,84.366208,CO,101.0,103.0,102.0
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",2026-08-07 11:00:00,24.75746,84.366208,OZONE,6.0,7.0,6.0
India,Andhra Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",2026-08-07 11:00:00,13.20488,79.097889,PM10,59.0,71.0,64.0
India,Andhra Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",2026-08-07 11:00:00,13.20488,79.097889,CO,18.0,22.0,21.0
India,Andhra Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",2026-08-07 11:00:00,13.20488,79.097889,OZONE,50.0,53.0,52.0
India,Andhra Pradesh,Guntur,"Rajendra Nagar North, Guntur - APPCB",2026-08-07 11:00:00,16.316553,80.413302,NH3,4.0,8.0,6.0
India,Andhra Pradesh,Guntur,"Rajendra Nagar North, Guntur - APPCB",2026-08-07 11:00:00,16.316553,80.413302,CO,9.0,20.0,15.0
India,Andhra Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",2026-08-07 11:00:00,14.465052,78.824187,SO2,9.0,15.0,10.0
India,Andhra Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",2026-08-07 11:00:00,14.465052,78.824187,OZONE,45.0,59.0,48.0
India,Andhra Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",2026-08-07 11:00:00,16.554731,80.64911,OZONE,42.0,43.0,42.0
India,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",2026-08-07 11:00:00,17.72,83.3,OZONE,10.0,21.0,15.0
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",2026-08-07 11:00:00,26.181742,91.78063,OZONE,21.0,26.0,23.0
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",2026-08-07 11:00:00,26.10887,91.589544,NO2,9.0,18.0,15.0
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",2026-08-07 11:00:00,26.10887,91.589544,OZONE,28.0,47.0,37.0
India,Bihar,Patna,"Samanpura, Patna - BSPCB",2026-08-07 11:00:00,25.596727,85.085624,OZONE,29.0,314.0,172.0
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB",2026-08-07 11:00:00,25.366336,87.117468,OZONE,19.0,33.0,25.0
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",2026-08-07 11:00:00,25.0328,85.41948,OZONE,24.0,81.0,46.0
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",2026-08-07 11:00:00,25.892357,86.590325,OZONE,14.0,33.0,22.0
India,Andhra Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",2026-08-07 11:00:00,16.5150833,80.5181667,PM2.5,8.0,39.0,26.0
India,Andhra Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",2026-08-07 11:00:00,16.5150833,80.5181667,OZONE,10.0,29.0,19.0
India,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",2026-08-07 11:00:00,14.675886,77.593027,PM2.5,57.0,310.0,120.0
India,Delhi,Delhi,"IGNOU_Maidan Garhi, Delhi - DPCC",2026-08-07 11:00:00,28.493624,77.201159,NH3,0.0,14.0,3.0
India,Delhi,Delhi,"IGNOU_Maidan Garhi, Delhi - DPCC",2026-08-07 11:00:00,28.493624,77.201159,CO,45.0,49.0,47.0
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",2026-08-07 11:00:00,28.623763,77.287209,PM2.5,12.0,140.0,52.0
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",2026-08-07 11:00:00,28.623763,77.287209,PM10,17.0,129.0,58.0
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",2026-08-07 11:00:00,28.623763,77.287209,NO2,13.0,63.0,34.0
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",2026-08-07 11:00:00,28.623763,77.287209,NH3,8.0,14.0,11.0
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",2026-08-07 11:00:00,28.623763,77.287209,OZONE,4.0,8.0,6.0
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",2026-08-07 11:00:00,28.58028,77.233829,NO2,29.0,83.0,42.0
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",2026-08-07 11:00:00,28.58028,77.233829,NH3,8.0,11.0,9.0
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",2026-08-07 11:00:00,28.58028,77.233829,SO2,2.0,9.0,6.0
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",2026-08-07 11:00:00,28.58028,77.233829,OZONE,9.0,20.0,14.0
India,Delhi,Delhi,"Alipur, Delhi - DPCC",2026-08-07 11:00:00,28.815329,77.15301,OZONE,4.0,6.0,5.0
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2026-08-07 11:00:00,28.6811736,77.3025234,NH3,3.0,3.0,3.0
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2026-08-07 11:00:00,28.6811736,77.3025234,SO2,11.0,25.0,17.0
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2026-08-07 11:00:00,28.647622,77.315809,CO,29.0,61.0,44.0
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2026-08-07 11:00:00,28.647622,77.315809,OZONE,1.0,6.0,2.0
India,Delhi,Delhi,"IIT Delhi, Delhi - IITM",2026-08-07 11:00:00,28.54246,77.191651,PM10,16.0,168.0,69.0
India,Delhi,Delhi,"Narela, Delhi - DPCC",2026-08-07 11:00:00,28.822836,77.101981,PM2.5,19.0,118.0,48.0
India,Delhi,Delhi,"Narela, Delhi - DPCC",2026-08-07 11:00:00,28.822836,77.101981,NH3,6.0,23.0,13.0
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",2026-08-07 11:00:00,22.348441,82.549611,OZONE,2.0,2.0,2.0
India,Chhattisgarh,Korba,"Rampur, Korba - CECB",2026-08-07 11:00:00,22.368195,82.746431,NO2,3.0,15.0,9.0
India,Chhattisgarh,Korba,"Rampur, Korba - CECB",2026-08-07 11:00:00,22.368195,82.746431,OZONE,8.0,8.0,8.0
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",2026-08-07 11:00:00,22.12665,83.483212,PM2.5,1.0,10.0,5.0
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",2026-08-07 11:00:00,22.12665,83.483212,OZONE,4.0,7.0,5.0
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",2026-08-07 11:00:00,21.371751,81.664929,OZONE,5.0,8.0,6.0
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",2026-08-07 11:00:00,21.219665,81.630094,PM2.5,2.0,3.0,2.0
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",2026-08-07 11:00:00,21.219665,81.630094,NO2,0.0,4.0,2.0
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",2026-08-07 11:00:00,21.219665,81.630094,CO,6.0,9.0,7.0
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",2026-08-07 11:00:00,21.258815,81.578979,PM2.5,4.0,12.0,8.0
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",2026-08-07 11:00:00,21.258815,81.578979,CO,7.0,13.0,9.0
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",2026-08-07 11:00:00,21.237755,81.705301,NH3,2.0,2.0,2.0
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IITM",2026-08-07 11:00:00,28.5512005,77.2735737,OZONE,1.0,66.0,23.0
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",2026-08-07 11:00:00,28.674045,77.131023,PM2.5,3.0,163.0,48.0
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",2026-08-07 11:00:00,28.674045,77.131023,NO2,15.0,49.0,32.0
India,Delhi,Delhi,"Aya Nagar, Delhi - IITM",2026-08-07 11:00:00,28.4706914,77.1099364,NO2,24.0,33.0,28.0
India,Delhi,Delhi,"Aya Nagar, Delhi - IITM",2026-08-07 11:00:00,28.4706914,77.1099364,OZONE,2.0,17.0,8.0
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",2026-08-07 11:00:00,28.6514781,77.1473105,PM10,27.0,119.0,51.0
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",2026-08-07 11:00:00,28.6514781,77.1473105,NH3,7.0,13.0,10.0
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",2026-08-07 11:00:00,28.6514781,77.1473105,OZONE,14.0,27.0,20.0
India,Delhi,Delhi,"Pusa, Delhi - DPCC",2026-08-07 11:00:00,28.639652,77.146275,PM2.5,18.0,123.0,49.0
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",2026-08-07 11:00:00,28.710508,77.249485,PM10,17.0,168.0,67.0
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",2026-08-07 11:00:00,28.710508,77.249485,CO,1.0,12.0,8.0
India,Delhi,Delhi,"Bawana, Delhi - DPCC",2026-08-07 11:00:00,28.7762,77.051074,PM10,53.0,144.0,100.0
India,Delhi,Delhi,"Bawana, Delhi - DPCC",2026-08-07 11:00:00,28.7762,77.051074,OZONE,3.0,4.0,3.0
India,Delhi,Delhi,"NSUT Jaffarpur, Delhi - DPCC",2026-08-07 11:00:00,28.594004,76.909423,PM10,26.0,105.0,51.0
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",2026-08-07 11:00:00,28.570173,76.933762,NH3,4.0,13.0,8.0
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",2026-08-07 11:00:00,28.570173,76.933762,CO,43.0,55.0,50.0
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IITM",2026-08-07 11:00:00,28.5512005,77.2735737,PM10,9.0,162.0,66.0
India,Delhi,Delhi,"Pusa, Delhi - IITM",2026-08-07 11:00:00,28.63611,77.173332,OZONE,0.0,35.0,12.0
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",2026-08-07 11:00:00,28.695381,77.181665,PM2.5,5.0,92.0,34.0
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",2026-08-07 11:00:00,28.695381,77.181665,NH3,8.0,19.0,11.0
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC",2026-08-07 11:00:00,28.5710274,77.0719006,PM10,16.0,260.0,70.0
India,Delhi,Delhi,"DTU, Delhi - CPCB",2026-08-07 11:00:00,28.7500499,77.1112615,NH3,5.0,15.0,12.0
India,Delhi,Delhi,"DTU, Delhi - CPCB",2026-08-07 11:00:00,28.7500499,77.1112615,OZONE,10.0,17.0,12.0
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",2026-08-07 11:00:00,28.5504249,77.2159377,PM10,31.0,128.0,63.0
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",2026-08-07 11:00:00,28.5504249,77.2159377,OZONE,8.0,14.0,11.0
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM",2026-08-07 11:00:00,28.656756,77.227234,PM10,11.0,158.0,45.0
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM",2026-08-07 11:00:00,28.656756,77.227234,NO2,17.0,82.0,40.0
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",2026-08-07 11:00:00,28.531346,77.190156,OZONE,6.0,12.0,9.0
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",2026-08-07 11:00:00,28.530785,77.271255,NH3,4.0,15.0,8.0
India,Delhi,Delhi,"Pusa, Delhi - DPCC",2026-08-07 11:00:00,28.639652,77.146275,OZONE,3.0,5.0,4.0
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",2026-08-07 11:00:00,28.636429,77.201067,PM10,22.0,133.0,75.0
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",2026-08-07 11:00:00,28.498571,77.26484,SO2,0.0,3.0,2.0
India,Delhi,Delhi,"Commonwealth Sports Complex, Delhi - DPCC",2026-08-07 11:00:00,28.615828,77.271992,NH3,4.0,13.0,8.0
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",2026-08-07 11:00:00,28.563262,77.186937,NO2,17.0,75.0,48.0
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",2026-08-07 11:00:00,28.563262,77.186937,OZONE,5.0,7.0,6.0
India,Delhi,Delhi,"Talkatora Garden, Delhi - DPCC",2026-08-07 11:00:00,28.62181,77.1944633,PM2.5,17.0,71.0,51.0
India,Delhi,Delhi,"Talkatora Garden, Delhi - DPCC",2026-08-07 11:00:00,28.62181,77.1944633,NO2,13.0,67.0,35.0
India,Delhi,Delhi,"Talkatora Garden, Delhi - DPCC",2026-08-07 11:00:00,28.62181,77.1944633,NH3,2.0,9.0,5.0
India,Delhi,Delhi,"Pusa, Delhi - IITM",2026-08-07 11:00:00,28.63611,77.173332,NO2,46.0,123.0,71.0
India,Delhi,Delhi,"Cantonment Area, Delhi - DPCC",2026-08-07 11:00:00,28.594169,77.1251,PM10,23.0,83.0,49.0
India,Delhi,Delhi,"Cantonment Area, Delhi - DPCC",2026-08-07 11:00:00,28.594169,77.1251,NO2,18.0,73.0,40.0
India,Delhi,Delhi,"Cantonment Area, Delhi - DPCC",2026-08-07 11:00:00,28.594169,77.1251,CO,59.0,92.0,68.0
India,Delhi,Delhi,"IMD Lodhi Road, Delhi - IITM",2026-08-07 11:00:00,28.5918245,77.2273074,PM2.5,9.0,96.0,44.0
India,Delhi,Delhi,"IMD Lodhi Road, Delhi - IITM",2026-08-07 11:00:00,28.5918245,77.2273074,PM10,14.0,128.0,55.0
India,Gujarat,Vadodara,"Bapunagar, Vadodara - Nexteng Enviro",2026-08-07 11:00:00,22.320153,73.216285,NH3,2.0,3.0,2.0
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",2026-08-07 11:00:00,20.362421,72.918013,SO2,12.0,17.0,15.0
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",2026-08-07 11:00:00,22.969611,72.6435,PM2.5,9.0,133.0,61.0
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",2026-08-07 11:00:00,30.379589,76.778328,PM10,46.0,275.0,94.0
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",2026-08-07 11:00:00,30.379589,76.778328,NH3,2.0,12.0,7.0
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",2026-08-07 11:00:00,30.379589,76.778328,SO2,15.0,31.0,22.0
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB",2026-08-07 11:00:00,28.6701,76.9254,PM2.5,36.0,216.0,77.0
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB",2026-08-07 11:00:00,28.6701,76.9254,OZONE,24.0,26.0,25.0
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",2026-08-07 11:00:00,28.3419248,77.319699,SO2,2.0,5.0,4.0
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",2026-08-07 11:00:00,28.806223,76.141105,PM10,87.0,94.0,90.0
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",2026-08-07 11:00:00,28.360699,76.93609,PM10,85.0,164.0,108.0
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB",2026-08-07 11:00:00,28.060249,76.113115,PM2.5,34.0,352.0,114.0
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB",2026-08-07 11:00:00,28.060249,76.113115,CO,10.0,13.0,11.0
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB",2026-08-07 11:00:00,28.1485564,77.3320667,PM10,67.0,91.0,74.0
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB",2026-08-07 11:00:00,28.1485564,77.3320667,SO2,5.0,128.0,24.0
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM",2026-08-07 11:00:00,28.3153,76.9143,SO2,2.0,18.0,7.0
India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB",2026-08-07 11:00:00,30.7057778,76.85318056,SO2,9.0,13.0,11.0
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB",2026-08-07 11:00:00,29.432304,76.972765,CO,20.0,31.0,28.0
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB",2026-08-07 11:00:00,29.5364,75.0158,CO,55.0,58.0,56.0
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",2026-08-07 11:00:00,23.243639,72.68994,PM10,32.0,500.0,148.0
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",2026-08-07 11:00:00,23.243639,72.68994,CO,18.0,33.0,23.0
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",2026-08-07 11:00:00,23.221714,72.654328,PM10,16.0,74.0,37.0
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",2026-08-07 11:00:00,23.163798,72.677768,NO2,40.0,92.0,61.0
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",2026-08-07 11:00:00,23.163798,72.677768,NH3,17.0,27.0,22.0
India,Gujarat,Mehsana,"Sadanand Nagar, Mehsana - Nexteng Enviro",2026-08-07 11:00:00,23.59315,72.372792,PM10,39.0,188.0,92.0
India,Gujarat,Mehsana,"Sadanand Nagar, Mehsana - Nexteng Enviro",2026-08-07 11:00:00,23.59315,72.372792,NO2,6.0,9.0,7.0
India,Gujarat,Mehsana,"Sadanand Nagar, Mehsana - Nexteng Enviro",2026-08-07 11:00:00,23.59315,72.372792,CO,67.0,69.0,68.0
India,Gujarat,Rajkot,"Mavdi, Rajkot - Nexteng Enviro",2026-08-07 11:00:00,22.248853,70.776774,NO2,53.0,68.0,64.0
India,Gujarat,Rajkot,"Mavdi, Rajkot - Nexteng Enviro",2026-08-07 11:00:00,22.248853,70.776774,OZONE,6.0,8.0,7.0
India,Gujarat,Surat,"Katargam, Surat - Nexteng Enviro",2026-08-07 11:00:00,21.217779,72.834787,NO2,1.0,69.0,25.0
India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",2026-08-07 11:00:00,28.593883,76.270653,NO2,9.0,22.0,15.0
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",2026-08-07 11:00:00,28.2068,76.7997,NO2,11.0,38.0,29.0
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",2026-08-07 11:00:00,28.39072,77.30059,SO2,7.0,16.0,11.0
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",2026-08-07 11:00:00,28.39072,77.30059,CO,23.0,26.0,25.0
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",2026-08-07 11:00:00,28.376058,77.315741,PM10,30.0,349.0,123.0
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",2026-08-07 11:00:00,28.376058,77.315741,NO2,29.0,33.0,31.0
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",2026-08-07 11:00:00,28.376058,77.315741,NH3,6.0,7.0,6.0
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",2026-08-07 11:00:00,28.4417,77.3217,NH3,6.0,7.0,7.0
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",2026-08-07 11:00:00,28.4417,77.3217,OZONE,13.0,22.0,17.0
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",2026-08-07 11:00:00,29.503664,75.467934,SO2,15.0,51.0,29.0
